sourceKey,language,legacyId,titleOfficial,officialUrl,officialDateRaw,officialDateNormalized,officialDatePrecision,action,reason,sourceFile,counterpartLegacyId,candidateId,candidateSlug,titleExact,textSimilarity,exactExcerpt,exactContent,sourceContentSha256
es:89,es,89,"Von Wobeser y Sierra, S.C. tiene el honor de invitarte a la conferencia ""Global Pound Conference de la Ciudad de México""",https://www.vonwobeser.com/index.php/publicacion?p_id=89,"Agosto, 2016",2016-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-89.html,,2b1f9161-fdc9-42ed-8e6f-132853cb198d,von-wobeser-y-sierra-s-c-invites-you-to-the-mexico-city-global-pound-conference-89,true,1.0000,false,true,
es:87,es,87,Global Competition Review-GCR – Fernando Carreño: ejecutor mexicano impulsa la desregulación de la industria de carga,https://www.vonwobeser.com/index.php/publicacion?p_id=87,"Agosto, 2016",2016-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-87.html,,54bd99b6-7e7c-437d-8eb6-bc3db0ea176e,global-competition-review-gcr-fernando-carreno-mexican-enforcer-urges-freight-industry-deregulat-87,true,1.0000,true,false,
es:85,es,85,"Von Wobeser y Sierra, S.C. es reconocida como firma “Elite” por la publicación Global Competition Review",https://www.vonwobeser.com/index.php/publicacion?p_id=85,"Agosto, 2016",2016-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-85.html,,1196fbc1-3571-455a-8fad-e17dd16204df,von-wobeser-y-sierra-s-c-is-recognized-as-elite-firm-in-global-competition-review-85,true,1.0000,true,true,
es:83,es,83,Fernando Carreño - GCR – Global Competition Review: Mexico’s competition bar,https://www.vonwobeser.com/index.php/publicacion?p_id=83,"Agosto, 2016",2016-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-83.html,,7e7fda58-32af-4036-86f6-9eccad41d87e,fernando-carreno-gcr-global-competition-review-mexico-s-competition-bar-83,true,1.0000,true,false,
es:81,es,81,"Latin Lawyer –Luis Burgueño, Edmond Grieger, Rodolfo Trampe, Alberto Córdoba y Marisol Márquez : Bain Capital exits car parts maker in Mexico.",https://www.vonwobeser.com/index.php/publicacion?p_id=81,"Agosto, 2016",2016-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-81.html,,9bf8f37c-5e28-424f-9096-6f4c130359c0,latin-lawyer-luis-burgueno-edmond-grieger-rodolfo-trampe-alberto-cordoba-y-marisol-marquez-bain-81,true,1.0000,true,false,
es:79,es,79,"Lex Latin – Luis Burgueño, Edmond Grieger, Rodolfo Trampe, Alberto Córdoba, Marisol Márquez: Von Wobeser y Sierra tras adquisición de FTE en México",https://www.vonwobeser.com/index.php/publicacion?p_id=79,"Agosto, 2016",2016-08,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-79.html,,dcd6170b-4d1c-4dcd-a17b-b9175b8a500e,lex-latin-luis-burgueno-edmond-grieger-rodolfo-trampe-alberto-cordoba-marisol-marquez-von-wobese-79,true,1.0000,true,false,
es:77,es,77,"Latin Lawyer: Luis Burgueño, Rupert Hüttler, Alberto Cordoba: Von Wobeser & Allen Overy diregen la la emisión de la notas de Automotive Samvardhana Motherson",https://www.vonwobeser.com/index.php/publicacion?p_id=77,"Septiembre, 2016",2016-09,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-77.html,,1251c96d-7edc-4384-9eef-47da4b60b321,latin-lawyer-luis-burgueno-rupert-huttler-alberto-cordoba-von-wobeser-allen-overy-steer-auto-iss-77,true,1.0000,true,false,
es:75,es,75,Latin Lawyer: Fernando Carreño - Antitrust probe targets Cancún airport,https://www.vonwobeser.com/index.php/publicacion?p_id=75,"Septiembre, 2016",2016-09,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-75.html,,1aa9e99a-f2c6-4a47-b900-61008f04d224,latin-lawyer-fernando-carreno-antitrust-probe-targets-cancun-airport-75,true,1.0000,true,false,
es:73,es,73,Global Investigations Review (GIR 100) – Diego Sierra: Revelación de las prácticas líderes de investigación.,https://www.vonwobeser.com/index.php/publicacion?p_id=73,"Septiembre, 2016",2016-09,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-73.html,,ac4649fd-c99d-41e7-aab8-d01c133e4608,global-investigations-review-gir-100-diego-sierra-the-world-s-leading-investigations-practices-r-73,true,1.0000,true,false,
es:71,es,71,"El CENACE da a conocer a los ganadores de la Segunda Subasta de Largo Plazo de Energía, CELs y Potencia",https://www.vonwobeser.com/index.php/publicacion?p_id=71,"Octubre, 2016",2016-10,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-71.html,,0444bf18-4509-47de-beb5-5a19f422d23c,cenace-announces-the-winners-of-the-second-long-term-auction-for-energy-cels-and-capacity-71,true,1.0000,true,true,
es:69,es,69,Arbitral Women en América Latina: Ciudad de México,https://www.vonwobeser.com/index.php/publicacion?p_id=69,"Octubre, 2016",2016-10,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-69.html,,4b2e5251-a285-4428-902a-7e16522cec5c,arbitral-women-in-latin-america-mexico-city-69,true,1.0000,true,true,
es:67,es,67,"Luis Burgueño, Gloria Martínez, Alberto Córdoba, Jorge Díaz y Marisol Márquez - LexLatin: San Benedetto vende participación en JV con Grupo Peñafiel",https://www.vonwobeser.com/index.php/publicacion?p_id=67,"Octubre, 2016",2016-10,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-67.html,,d466035b-63ad-4897-ad7f-17155a994bd1,luis-burgueno-gloria-martinez-alberto-cordoba-jorge-diaz-y-marisol-marquez-lexlatin-san-benedett-67,true,1.0000,true,true,
es:65,es,65,Los Abogados de Von Wobeser y Sierra Firman el Compromiso Anticorrupción,https://www.vonwobeser.com/index.php/publicacion?p_id=65,"Octubre, 2016",2016-10,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-65.html,,835dda88-9955-4b27-98e0-a149b1e1b3ca,von-wobeser-y-sierra-s-attorneys-sign-the-iba-anticorruption-compact-65,true,1.0000,true,true,
es:63,es,63,Iniciativa de Integridad Judicial de la IBA: compromiso de anticorrupción judicial,https://www.vonwobeser.com/index.php/publicacion?p_id=63,"Noviembre, 2016",2016-11,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-63.html,,28d6cb50-c480-47ec-96fb-d99b72acf6ac,iba-judicial-integrity-initiative-judicial-anti-corruption-compact-63,true,1.0000,true,true,
es:61,es,61,Potencial denuncia del Tratado de Libre Comercio de América del Norte,https://www.vonwobeser.com/index.php/publicacion?p_id=61,"Noviembre, 2016",2016-11,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-61.html,,864a9942-a8a8-41d6-8a44-cf93642f3fde,potential-withdrawal-from-the-north-american-free-trade-agreement-61,true,1.0000,true,true,
es:57,es,57,Peña Nieto propone que Titular de la Fiscalía General de la República sea designado por Cámara de Senadores,https://www.vonwobeser.com/index.php/publicacion?p_id=57,"Diciembre, 2016",2016-12,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-57.html,,94ba6972-92c4-42bd-b89b-5ef5aa318ce9,pena-nieto-proposes-that-head-of-the-attorney-general-s-office-be-appointed-by-senate-57,true,1.0000,true,true,
es:53,es,53,Who's Who Legal reconoce a futuros líderes 2017. Las personas reconocidas son Socios y Asociados de 45 años o menos considerados como los futuros líderes del arbitraje internacional.,https://www.vonwobeser.com/index.php/publicacion?p_id=53,"Diciembre, 2016",2016-12,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-53.html,,79bfb09d-743e-45f4-9242-ec3f84d7638f,who-s-who-legal-recognizes-future-leaders-2017-these-are-partners-and-non-partners-aged-45-or-un-53,true,1.0000,true,true,
es:51,es,51,"Latin Lawyer-Leading Lights-Von Wobeser y Sierra, S.C. Líder Pro Bono",https://www.vonwobeser.com/index.php/publicacion?p_id=51,"Diciembre, 2016",2016-12,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-51.html,,0fceadda-689c-4dbc-b9df-d9316b0163e0,latin-lawyer-leading-lights-von-wobeser-y-sierra-s-c-latin-american-pro-bono-leader-51,true,1.0000,true,true,
es:49,es,49,"Leader League – Business and Leadership: Instituto de Arbitraje Transnacional (ITA)- Montserrat Manzano, Presidenta de la Iniciativa de Jóvenes Árbitros (YAI).",https://www.vonwobeser.com/index.php/publicacion?p_id=49,"Diciembre, 2016",2016-12,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-49.html,,1c6cac73-d2f2-4b92-b2e7-6866ecafb2b6,leader-league-business-and-leadership-institute-for-transnational-arbitration-ita-montserrat-man-49,true,1.0000,true,false,
es:47,es,47,Comisión Reguladora de Energía establece requisitos y otorga extensión de plazos relativos a la celebración de contratos de interconexión legados,https://www.vonwobeser.com/index.php/publicacion?p_id=47,"Diciembre, 2016",2016-12,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-47.html,,665027a0-8a95-4c61-9ad4-90fc57ee0360,energy-regulatory-commission-sets-forth-requirements-and-grants-a-time-extension-to-execute-inte-47,true,1.0000,false,true,
es:45,es,45,"ICC- International Chamber of Commerce: Comité de Mediación de la ICC México, Alexandra von Wobeser",https://www.vonwobeser.com/index.php/publicacion?p_id=45,"Diciembre, 2016",2016-12,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-45.html,,368e1277-5f48-40b6-ad9e-912bf7a47b91,icc-international-chamber-of-commerce-icc-mexico-mediation-committee-alexandra-von-wobeser-45,true,1.0000,true,false,
es:43,es,43,Who's Who Legal reconoce socios y abogados en Von Wobeser y Sierra,https://www.vonwobeser.com/index.php/publicacion?p_id=43,"Diciembre, 2016",2016-12,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-43.html,,88249310-92c5-40dd-b3a7-e1056fb82223,who-s-who-legal-recognizes-partners-associates-of-von-wobeser-y-sierra-in-who-s-who-legal-mexico-43,true,1.0000,true,true,
es:41,es,41,Who's Who Legal reconoce socios y abogados en Von Wobeser y Sierra en Who's Who Legal Mexico,https://www.vonwobeser.com/index.php/publicacion?p_id=41,"Diciembre, 2016",2016-12,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-41.html,,1f7c2c40-97ba-47f0-83ed-4c4206a81301,who-s-who-legal-recognizes-partners-lawyers-at-von-wobeser-y-sierra-41,true,1.0000,true,true,
es:39,es,39,Latin Lawyer – Fernando Carreño – Pasivos fiscales posteriores al cierre entre los mayores retos de las fusiones y adquisiciones.,https://www.vonwobeser.com/index.php/publicacion?p_id=39,"Diciembre, 2016",2016-12,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-39.html,,e3dffbcd-9753-491c-8d31-34435345fbd4,latin-lawyer-fernando-carreno-post-closing-tax-liabilities-among-the-gratest-challenges-for-m-a-39,true,1.0000,true,false,
es:37,es,37,"Latin Lawyer – Andrés Nieto, Rodolfo Trampe, Edmond Grieger y Alberto Córdoba – Prince International acquires chemical company.",https://www.vonwobeser.com/index.php/publicacion?p_id=37,"Enero, 2017",2017-01,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-37.html,,b1ed318d-3153-43ba-ab9b-10326bd56443,latin-lawyer-andres-nieto-rodolfo-trampe-edmond-grieger-y-alberto-cordoba-prince-international-a-37,true,1.0000,true,false,
es:33,es,33,Principales Modificaciones a Disposiciones Fiscales para 2017,https://www.vonwobeser.com/index.php/publicacion?p_id=33,"Enero, 2017",2017-01,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-33.html,,2a59ecdf-f10b-4d95-bc08-f18d96fbeedc,principal-changes-to-tax-provisions-for-2017-33,true,1.0000,true,true,
es:31,es,31,Comunicado: Protección de datos personales en México,https://www.vonwobeser.com/index.php/publicacion?p_id=31,"Febrero, 2017",2017-02,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-31.html,,aa8ea778-0742-4734-bed8-3407803198f0,client-communication-personal-data-protection-in-mexico-31,true,1.0000,true,true,
es:29,es,29,Montserrat Manzano - YAI Talks Miami: Conquistando Nuevos Esquemas en la Industria Bancaria y Financiera.,https://www.vonwobeser.com/index.php/publicacion?p_id=29,"Febrero, 2017",2017-02,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-29.html,,dc6e14dc-2b58-4aae-a0bc-45cad850d4c1,montserrat-manzano-yai-talks-miami-conquering-new-grounds-the-finance-and-banking-industry-29,true,1.0000,true,true,
es:27,es,27,Reforma constitucional laboral,https://www.vonwobeser.com/index.php/publicacion?p_id=27,"Febrero, 2017",2017-02,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-27.html,,847916db-b844-42e7-95a9-e24bde57d0f6,constitutional-labor-reform-27,true,1.0000,false,true,
es:25,es,25,Global Competition Review (GCR) – México inicia primera acción criminal contra cartelistas – Fernando Carreño,https://www.vonwobeser.com/index.php/publicacion?p_id=25,"Febrero, 2017",2017-02,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-25.html,,38d9c70d-4ff0-4015-9781-18fdc6491b28,global-competition-review-gcr-mexico-pursues-first-criminal-action-against-cartelists-fernando-c-25,true,1.0000,true,false,
es:23,es,23,Latin Lawyer – México inicia primera acción criminal contra cartelistas – Fernando Carreño,https://www.vonwobeser.com/index.php/publicacion?p_id=23,"Febrero, 2017",2017-02,month,already_reconciled,verified_official_legacy_id_already_present,output/audits/noticias-cobertura-2026-08-28/.source-cache/es-23.html,,ccefd4fa-4e97-4254-bee0-1bd87a891003,latin-lawyer-mexico-pursues-first-criminal-action-against-cartelists-fernando-carreno-23,true,1.0000,true,false,
